zip,lat,long,city,state,population,county,military
34001,,,Dpo,AA,,,TRUE
34002,,,Dpo,AA,,,TRUE
34004,,,Dpo,AA,,,TRUE
34007,,,Fpo,AA,,,TRUE
34008,,,Dpo,AA,,,TRUE
34011,,,Dpo,AA,,,TRUE
34020,,,Dpo,AA,,,TRUE
34021,,,Dpo,AA,,,TRUE
34022,,,Dpo,AA,,,TRUE
34023,,,Dpo,AA,,,TRUE
34024,,,Dpo,AA,,,TRUE
34025,,,Dpo,AA,,,TRUE
34030,,,Dpo,AA,,,TRUE
34031,,,Dpo,AA,,,TRUE
34032,,,Dpo,AA,,,TRUE
34033,,,Dpo,AA,,,TRUE
34034,,,Dpo,AA,,,TRUE
34035,,,Dpo,AA,,,TRUE
34036,,,Dpo,AA,,,TRUE
34037,,,Dpo,AA,,,TRUE
34038,,,Apo,AA,,,TRUE
34039,,,Dpo,AA,,,TRUE
34041,,,Dpo,AA,,,TRUE
34042,,,Apo,AA,,,TRUE
34044,,,Apo,AA,,,TRUE
34055,,,Dpo,AA,,,TRUE
34058,,,Fpo,AA,,,TRUE
34060,,,Dpo,AA,,,TRUE
34078,,,Apo,AA,,,TRUE
34080,,,Fpo,AA,,,TRUE
34081,,,Fpo,AA,,,TRUE
34082,,,Fpo,AA,,,TRUE
34083,,,Fpo,AA,,,TRUE
34084,,,Fpo,AA,,,TRUE
34085,,,Fpo,AA,,,TRUE
34086,,,Fpo,AA,,,TRUE
34087,,,Fpo,AA,,,TRUE
34088,,,Fpo,AA,,,TRUE
34089,,,Fpo,AA,,,TRUE
34090,,,Fpo,AA,,,TRUE
34091,,,Fpo,AA,,,TRUE
34092,,,Fpo,AA,,,TRUE
34093,,,Fpo,AA,,,TRUE
34094,,,Fpo,AA,,,TRUE
34095,,,Fpo,AA,,,TRUE
34096,,,Fpo,AA,,,TRUE
34098,,,Fpo,AA,,,TRUE
34099,,,Fpo,AA,,,TRUE
09001,,,Dpo,AE,,,TRUE
09003,,,Apo,AE,,,TRUE
09004,,,Apo,AE,,,TRUE
09005,,,Apo,AE,,,TRUE
09006,,,Apo,AE,,,TRUE
09008,,,Apo,AE,,,TRUE
09009,,,Apo,AE,,,TRUE
09010,,,Apo,AE,,,TRUE
09011,,,Apo,AE,,,TRUE
09012,,,Apo,AE,,,TRUE
09013,,,Apo,AE,,,TRUE
09014,,,Apo,AE,,,TRUE
09016,,,Apo,AE,,,TRUE
09017,,,Apo,AE,,,TRUE
09018,,,Apo,AE,,,TRUE
09020,,,Apo,AE,,,TRUE
09021,,,Apo,AE,,,TRUE
09028,,,Apo,AE,,,TRUE
09033,,,Apo,AE,,,TRUE
09034,,,Apo,AE,,,TRUE
09044,,,Apo,AE,,,TRUE
09046,,,Apo,AE,,,TRUE
09049,,,Apo,AE,,,TRUE
09053,,,Apo,AE,,,TRUE
09054,,,Apo,AE,,,TRUE
09055,,,Apo,AE,,,TRUE
09059,,,Apo,AE,,,TRUE
09060,,,Apo,AE,,,TRUE
09067,,,Apo,AE,,,TRUE
09068,,,Apo,AE,,,TRUE
09069,,,Apo,AE,,,TRUE
09075,,,Apo,AE,,,TRUE
09079,,,Apo,AE,,,TRUE
09090,,,Apo,AE,,,TRUE
09094,,,Apo,AE,,,TRUE
09095,,,Apo,AE,,,TRUE
09096,,,Apo,AE,,,TRUE
09103,,,Apo,AE,,,TRUE
09104,,,Apo,AE,,,TRUE
09107,,,Apo,AE,,,TRUE
09112,,,Apo,AE,,,TRUE
09114,,,Apo,AE,,,TRUE
09123,,,Apo,AE,,,TRUE
09125,,,Apo,AE,,,TRUE
09126,,,Apo,AE,,,TRUE
09128,,,Apo,AE,,,TRUE
09131,,,Apo,AE,,,TRUE
09136,,,Apo,AE,,,TRUE
09138,,,Apo,AE,,,TRUE
09139,,,Apo,AE,,,TRUE
09140,,,Apo,AE,,,TRUE
09142,,,Apo,AE,,,TRUE
09143,,,Apo,AE,,,TRUE
09154,,,Apo,AE,,,TRUE
09160,,,Dpo,AE,,,TRUE
09161,,,Apo,AE,,,TRUE
09172,,,Apo,AE,,,TRUE
09173,,,Apo,AE,,,TRUE
09177,,,Apo,AE,,,TRUE
09180,,,Apo,AE,,,TRUE
09186,,,Apo,AE,,,TRUE
09203,,,Dpo,AE,,,TRUE
09204,,,Fpo,AE,,,TRUE
09211,,,Apo,AE,,,TRUE
09213,,,Dpo,AE,,,TRUE
09214,,,Apo,AE,,,TRUE
09226,,,Apo,AE,,,TRUE
09227,,,Apo,AE,,,TRUE
09245,,,Apo,AE,,,TRUE
09250,,,Apo,AE,,,TRUE
09261,,,Apo,AE,,,TRUE
09263,,,Apo,AE,,,TRUE
09264,,,Apo,AE,,,TRUE
09265,,,Dpo,AE,,,TRUE
09301,,,Dpo,AE,,,TRUE
09302,,,Apo,AE,,,TRUE
09304,,,Apo,AE,,,TRUE
09305,,,Apo,AE,,,TRUE
09306,,,Apo,AE,,,TRUE
09307,,,Apo,AE,,,TRUE
09308,,,Apo,AE,,,TRUE
09309,,,Apo,AE,,,TRUE
09310,,,Dpo,AE,,,TRUE
09311,,,Dpo,AE,,,TRUE
09312,,,Dpo,AE,,,TRUE
09313,,,Fpo,AE,,,TRUE
09314,,,Apo,AE,,,TRUE
09315,,,Apo,AE,,,TRUE
09316,,,Apo,AE,,,TRUE
09317,,,Apo,AE,,,TRUE
09319,,,Apo,AE,,,TRUE
09320,,,Apo,AE,,,TRUE
09321,,,Apo,AE,,,TRUE
09328,,,Apo,AE,,,TRUE
09330,,,Apo,AE,,,TRUE
09333,,,Apo,AE,,,TRUE
09337,,,Apo,AE,,,TRUE
09340,,,Apo,AE,,,TRUE
09343,,,Apo,AE,,,TRUE
09347,,,Apo,AE,,,TRUE
09348,,,Apo,AE,,,TRUE
09351,,,Apo,AE,,,TRUE
09352,,,Apo,AE,,,TRUE
09354,,,Apo,AE,,,TRUE
09355,,,Apo,AE,,,TRUE
09356,,,Apo,AE,,,TRUE
09357,,,Apo,AE,,,TRUE
09360,,,Apo,AE,,,TRUE
09363,,,Fpo,AE,,,TRUE
09364,,,Apo,AE,,,TRUE
09365,,,Apo,AE,,,TRUE
09366,,,Apo,AE,,,TRUE
09368,,,Apo,AE,,,TRUE
09372,,,Fpo,AE,,,TRUE
09373,,,Fpo,AE,,,TRUE
09378,,,Apo,AE,,,TRUE
09381,,,Apo,AE,,,TRUE
09382,,,Apo,AE,,,TRUE
09397,,,Apo,AE,,,TRUE
09403,,,Apo,AE,,,TRUE
09421,,,Apo,AE,,,TRUE
09447,,,Apo,AE,,,TRUE
09454,,,Apo,AE,,,TRUE
09459,,,Apo,AE,,,TRUE
09461,,,Apo,AE,,,TRUE
09463,,,Apo,AE,,,TRUE
09464,,,Apo,AE,,,TRUE
09468,,,Apo,AE,,,TRUE
09469,,,Apo,AE,,,TRUE
09470,,,Apo,AE,,,TRUE
09494,,,Apo,AE,,,TRUE
09497,,,Apo,AE,,,TRUE
09498,,,Dpo,AE,,,TRUE
09501,,,Fpo,AE,,,TRUE
09502,,,Fpo,AE,,,TRUE
09503,,,Fpo,AE,,,TRUE
09504,,,Fpo,AE,,,TRUE
09505,,,Fpo,AE,,,TRUE
09506,,,Fpo,AE,,,TRUE
09507,,,Fpo,AE,,,TRUE
09508,,,Fpo,AE,,,TRUE
09509,,,Fpo,AE,,,TRUE
09510,,,Fpo,AE,,,TRUE
09511,,,Fpo,AE,,,TRUE
09513,,,Fpo,AE,,,TRUE
09517,,,Fpo,AE,,,TRUE
09520,,,Fpo,AE,,,TRUE
09522,,,Apo,AE,,,TRUE
09523,,,Fpo,AE,,,TRUE
09524,,,Fpo,AE,,,TRUE
09532,,,Fpo,AE,,,TRUE
09534,,,Fpo,AE,,,TRUE
09543,,,Fpo,AE,,,TRUE
09550,,,Fpo,AE,,,TRUE
09554,,,Fpo,AE,,,TRUE
09556,,,Fpo,AE,,,TRUE
09564,,,Fpo,AE,,,TRUE
09565,,,Fpo,AE,,,TRUE
09566,,,Fpo,AE,,,TRUE
09567,,,Fpo,AE,,,TRUE
09568,,,Fpo,AE,,,TRUE
09569,,,Fpo,AE,,,TRUE
09570,,,Fpo,AE,,,TRUE
09573,,,Fpo,AE,,,TRUE
09574,,,Fpo,AE,,,TRUE
09575,,,Fpo,AE,,,TRUE
09576,,,Fpo,AE,,,TRUE
09577,,,Fpo,AE,,,TRUE
09578,,,Fpo,AE,,,TRUE
09579,,,Fpo,AE,,,TRUE
09581,,,Fpo,AE,,,TRUE
09582,,,Fpo,AE,,,TRUE
09583,,,Fpo,AE,,,TRUE
09586,,,Fpo,AE,,,TRUE
09587,,,Fpo,AE,,,TRUE
09588,,,Fpo,AE,,,TRUE
09589,,,Fpo,AE,,,TRUE
09590,,,Fpo,AE,,,TRUE
09591,,,Fpo,AE,,,TRUE
09592,,,Fpo,AE,,,TRUE
09593,,,Fpo,AE,,,TRUE
09594,,,Fpo,AE,,,TRUE
09595,,,Fpo,AE,,,TRUE
09596,,,Fpo,AE,,,TRUE
09599,,,Fpo,AE,,,TRUE
09600,,,Apo,AE,,,TRUE
09601,,,Dpo,AE,,,TRUE
09602,,,Apo,AE,,,TRUE
09603,,,Apo,AE,,,TRUE
09604,,,Apo,AE,,,TRUE
09605,,,Apo,AE,,,TRUE
09606,,,Apo,AE,,,TRUE
09607,,,Fpo,AE,,,TRUE
09608,,,Fpo,AE,,,TRUE
09609,,,Fpo,AE,,,TRUE
09610,,,Apo,AE,,,TRUE
09613,,,Apo,AE,,,TRUE
09614,,,Dpo,AE,,,TRUE
09617,,,Fpo,AE,,,TRUE
09618,,,Fpo,AE,,,TRUE
09620,,,Fpo,AE,,,TRUE
09621,,,Fpo,AE,,,TRUE
09622,,,Fpo,AE,,,TRUE
09623,,,Fpo,AE,,,TRUE
09624,,,Dpo,AE,,,TRUE
09625,,,Fpo,AE,,,TRUE
09626,,,Fpo,AE,,,TRUE
09627,,,Fpo,AE,,,TRUE
09630,,,Apo,AE,,,TRUE
09631,,,Fpo,AE,,,TRUE
09633,,,Apo,AE,,,TRUE
09636,,,Fpo,AE,,,TRUE
09642,,,Dpo,AE,,,TRUE
09643,,,Apo,AE,,,TRUE
09645,,,Fpo,AE,,,TRUE
09647,,,Apo,AE,,,TRUE
09648,,,Fpo,AE,,,TRUE
09649,,,Fpo,AE,,,TRUE
09701,,,Dpo,AE,,,TRUE
09702,,,Apo,AE,,,TRUE
09703,,,Apo,AE,,,TRUE
09704,,,Apo,AE,,,TRUE
09705,,,Apo,AE,,,TRUE
09706,,,Apo,AE,,,TRUE
09707,,,Dpo,AE,,,TRUE
09708,,,Apo,AE,,,TRUE
09709,,,Dpo,AE,,,TRUE
09710,,,Dpo,AE,,,TRUE
09711,,,Apo,AE,,,TRUE
09712,,,Fpo,AE,,,TRUE
09714,,,Apo,AE,,,TRUE
09715,,,Dpo,AE,,,TRUE
09716,,,Dpo,AE,,,TRUE
09717,,,Apo,AE,,,TRUE
09718,,,Dpo,AE,,,TRUE
09719,,,Apo,AE,,,TRUE
09720,,,Apo,AE,,,TRUE
09722,,,Apo,AE,,,TRUE
09723,,,Dpo,AE,,,TRUE
09724,,,Apo,AE,,,TRUE
09725,,,Apo,AE,,,TRUE
09726,,,Dpo,AE,,,TRUE
09727,,,Dpo,AE,,,TRUE
09728,,,Dpo,AE,,,TRUE
09729,,,Fpo,AE,,,TRUE
09730,,,Dpo,AE,,,TRUE
09731,,,Dpo,AE,,,TRUE
09732,,,Apo,AE,,,TRUE
09733,,,Fpo,AE,,,TRUE
09734,,,Dpo,AE,,,TRUE
09735,,,Apo,AE,,,TRUE
09736,,,Dpo,AE,,,TRUE
09737,,,Dpo,AE,,,TRUE
09738,,,Dpo,AE,,,TRUE
09739,,,Dpo,AE,,,TRUE
09741,,,Dpo,AE,,,TRUE
09742,,,Dpo,AE,,,TRUE
09743,,,Apo,AE,,,TRUE
09744,,,Dpo,AE,,,TRUE
09745,,,Apo,AE,,,TRUE
09747,,,Fpo,AE,,,TRUE
09748,,,Dpo,AE,,,TRUE
09749,,,Apo,AE,,,TRUE
09750,,,Dpo,AE,,,TRUE
09751,,,Apo,AE,,,TRUE
09752,,,Apo,AE,,,TRUE
09753,,,Apo,AE,,,TRUE
09754,,,Apo,AE,,,TRUE
09755,,,Apo,AE,,,TRUE
09756,,,Apo,AE,,,TRUE
09758,,,Apo,AE,,,TRUE
09759,,,Dpo,AE,,,TRUE
09760,,,Apo,AE,,,TRUE
09761,,,Fpo,AE,,,TRUE
09762,,,Dpo,AE,,,TRUE
09769,,,Dpo,AE,,,TRUE
09777,,,Dpo,AE,,,TRUE
09780,,,Apo,AE,,,TRUE
09789,,,Apo,AE,,,TRUE
09800,,,Apo,AE,,,TRUE
09801,,,Apo,AE,,,TRUE
09802,,,Apo,AE,,,TRUE
09803,,,Apo,AE,,,TRUE
09804,,,Apo,AE,,,TRUE
09805,,,Fpo,AE,,,TRUE
09806,,,Dpo,AE,,,TRUE
09807,,,Dpo,AE,,,TRUE
09808,,,Dpo,AE,,,TRUE
09809,,,Dpo,AE,,,TRUE
09810,,,Apo,AE,,,TRUE
09811,,,Dpo,AE,,,TRUE
09812,,,Dpo,AE,,,TRUE
09813,,,Dpo,AE,,,TRUE
09814,,,Dpo,AE,,,TRUE
09815,,,Apo,AE,,,TRUE
09816,,,Dpo,AE,,,TRUE
09817,,,Dpo,AE,,,TRUE
09818,,,Apo,AE,,,TRUE
09820,,,Dpo,AE,,,TRUE
09821,,,Apo,AE,,,TRUE
09822,,,Apo,AE,,,TRUE
09823,,,Dpo,AE,,,TRUE
09824,,,Apo,AE,,,TRUE
09825,,,Dpo,AE,,,TRUE
09826,,,Dpo,AE,,,TRUE
09827,,,Dpo,AE,,,TRUE
09828,,,Dpo,AE,,,TRUE
09829,,,Apo,AE,,,TRUE
09830,,,Dpo,AE,,,TRUE
09831,,,Dpo,AE,,,TRUE
09832,,,Apo,AE,,,TRUE
09833,,,Apo,AE,,,TRUE
09834,,,Fpo,AE,,,TRUE
09835,,,Fpo,AE,,,TRUE
09836,,,Dpo,AE,,,TRUE
09837,,,Fpo,AE,,,TRUE
09838,,,Fpo,AE,,,TRUE
09839,,,Apo,AE,,,TRUE
09841,,,Fpo,AE,,,TRUE
09842,,,Dpo,AE,,,TRUE
09843,,,Apo,AE,,,TRUE
09844,,,Dpo,AE,,,TRUE
09845,,,Dpo,AE,,,TRUE
09846,,,Dpo,AE,,,TRUE
09847,,,Apo,AE,,,TRUE
09848,,,Apo,AE,,,TRUE
09851,,,Apo,AE,,,TRUE
09852,,,Apo,AE,,,TRUE
09853,,,Apo,AE,,,TRUE
09854,,,Dpo,AE,,,TRUE
09855,,,Apo,AE,,,TRUE
09858,,,Apo,AE,,,TRUE
09859,,,Fpo,AE,,,TRUE
09861,,,Apo,AE,,,TRUE
09863,,,Apo,AE,,,TRUE
09865,,,Fpo,AE,,,TRUE
09868,,,Apo,AE,,,TRUE
09870,,,Dpo,AE,,,TRUE
09873,,,Dpo,AE,,,TRUE
09874,,,Dpo,AE,,,TRUE
09875,,,Dpo,AE,,,TRUE
09880,,,Dpo,AE,,,TRUE
09890,,,Apo,AE,,,TRUE
09892,,,Dpo,AE,,,TRUE
09895,,,Dpo,AE,,,TRUE
09898,,,Apo,AE,,,TRUE
99501,61.2203,-149.857,Anchorage,AK,17603,Anchorage,FALSE
99502,61.1633,-149.9864,Anchorage,AK,24168,Anchorage,FALSE
99503,62.0443,-158.1759,Anchorage,AK,14563,Anchorage,FALSE
99504,61.2041,-149.7471,Anchorage,AK,40914,Anchorage,FALSE
99505,61.2658,-149.6317,Jber,AK,6174,Anchorage,FALSE
99506,61.2631,-149.8053,Jber,AK,7749,Anchorage,FALSE
99507,61.1498,-149.7759,Anchorage,AK,37850,Anchorage,FALSE
99508,61.2007,-149.8145,Anchorage,AK,35857,Anchorage,FALSE
99509,61.1784,-149.88,Anchorage,AK,,,FALSE
99510,70.1385,-149.9598,Anchorage,AK,353,North Slope,FALSE
99511,61.1152,-149.863,Anchorage,AK,,,FALSE
99513,61.2148,-149.8856,Anchorage,AK,0,Anchorage,FALSE
99514,61.2093,-149.829,Anchorage,AK,,,FALSE
99515,61.1174,-149.8889,Anchorage,AK,22441,Anchorage,FALSE
99516,61.0714,-149.7184,Anchorage,AK,20095,Anchorage,FALSE
99517,61.1902,-149.9371,Anchorage,AK,16645,Anchorage,FALSE
99518,61.1596,-149.8848,Anchorage,AK,10225,Anchorage,FALSE
99519,68.9374,-146.32,Anchorage,AK,1316,North Slope,FALSE
99520,61.2149,-149.865,Anchorage,AK,,,FALSE
99521,61.205,-149.745,Anchorage,AK,,,FALSE
99522,61.1521,-149.923,Anchorage,AK,,,FALSE
99523,61.168,-149.839,Anchorage,AK,,,FALSE
99524,61.1878,-149.891,Anchorage,AK,,,FALSE
99529,61.218,-149.888,Anchorage,AK,,,FALSE
99530,61.218,-149.888,Anchorage,AK,,,FALSE
99540,60.9861,-149.4304,Indian,AK,320,Anchorage,FALSE
99545,60.786,-161.798,Kongiganak,AK,,,FALSE
99546,51.8291,-176.6305,Adak,AK,326,Aleutians West,FALSE
99547,52.2295,-174.2096,Atka,AK,61,Aleutians West,FALSE
99548,56.2448,-158.7578,Chignik Lake,AK,73,Lake and Peninsula,FALSE
99549,56.9416,-158.6001,Port Heiden,AK,102,Lake and Peninsula,FALSE
99550,57.9019,-153.0284,Port Lions,AK,197,Kodiak Island,FALSE
99551,60.9063,-161.4118,Akiachak,AK,627,Bethel,FALSE
99552,60.9095,-161.2262,Akiak,AK,346,Bethel,FALSE
99553,54.1286,-165.8059,Akutan,AK,1027,Aleutians East,FALSE
99554,62.6943,-164.6475,Alakanuk,AK,677,Wade Hampton,FALSE
99555,59.2681,-158.6283,Aleknagik,AK,221,Dillingham,FALSE
99556,59.8678,-151.4953,Anchor Point,AK,2510,Kenai Peninsula,FALSE
99557,61.4405,-156.0209,Aniak,AK,726,Bethel,FALSE
99558,62.6381,-160.2179,Anvik,AK,85,Yukon-Koyukuk,FALSE
99559,60.7793,-161.7883,Bethel,AK,7632,Bethel,FALSE
99561,60.1514,-164.252,Chefornak,AK,418,Bethel,FALSE
99563,61.529,-165.5905,Chevak,AK,938,Wade Hampton,FALSE
99564,56.2968,-158.4129,Chignik,AK,91,Lake and Peninsula,FALSE
99565,56.3038,-158.5293,Chignik Lagoon,AK,78,Lake and Peninsula,FALSE
99566,61.2815,-142.7906,Chitina,AK,192,Valdez-Cordova,FALSE
99567,61.2882,-148.8945,Chugiak,AK,9211,Anchorage,FALSE
99568,60.2118,-151.3961,Clam Gulch,AK,279,Kenai Peninsula,FALSE
99569,58.8169,-158.5296,Clarks Point,AK,64,Dillingham,FALSE
99571,55.2156,-162.7784,Cold Bay,AK,160,Aleutians East,FALSE
99572,60.5081,-149.9376,Cooper Landing,AK,296,Kenai Peninsula,FALSE
99573,61.6224,-145.9995,Copper Center,AK,1115,Valdez-Cordova,FALSE
99574,60.7727,-145.2761,Cordova,AK,2348,Valdez-Cordova,FALSE
99575,61.8439,-158.1082,Crooked Creek,AK,105,Bethel,FALSE
99576,59.9893,-158.3949,Dillingham,AK,2603,Dillingham,FALSE
99577,61.1969,-149.2466,Eagle River,AK,25771,Anchorage,FALSE
99578,60.2158,-162.0314,Eek,AK,296,Bethel,FALSE
99579,58.2068,-157.3732,Egegik,AK,109,Lake and Peninsula,FALSE
99580,59.3655,-157.491,Ekwok,AK,115,Dillingham,FALSE
99581,62.7818,-164.5335,Emmonak,AK,762,Wade Hampton,FALSE
99583,54.8475,-163.4025,False Pass,AK,35,Aleutians East,FALSE
99585,61.9287,-162.2678,Marshall,AK,417,Wade Hampton,FALSE
99586,62.6682,-144.1105,Gakona,AK,605,Valdez-Cordova,FALSE
99587,60.924,-148.9243,Girdwood,AK,2250,Anchorage,FALSE
99588,62.3352,-146.7226,Glennallen,AK,980,Valdez-Cordova,FALSE
99589,59.1275,-161.5688,Goodnews Bay,AK,243,Bethel,FALSE
99590,62.8994,-160.1073,Grayling,AK,194,Yukon-Koyukuk,FALSE
99591,56.581,-169.6154,Saint George Island,AK,102,Aleutians West,FALSE
99599,61.2166,-149.868,Anchorage,AK,,,FALSE
99602,62.1847,-159.8447,Holy Cross,AK,178,Yukon-Koyukuk,FALSE
99603,59.5246,-151.2283,Homer,AK,9840,Kenai Peninsula,FALSE
99604,61.5272,-166.1149,Hooper Bay,AK,1093,Wade Hampton,FALSE
99605,60.7936,-149.5494,Hope,AK,211,Kenai Peninsula,FALSE
99606,59.8378,-154.6329,Iliamna,AK,469,Lake and Peninsula,FALSE
99607,61.7571,-159.7858,Kalskag,AK,216,Bethel,FALSE
99608,57.6095,-154.339,Karluk,AK,,,FALSE
99609,60.8785,-162.5265,Kasigluk,AK,569,Bethel,FALSE
99610,60.2448,-150.3391,Kasilof,AK,2167,Kenai Peninsula,FALSE
99611,60.718,-150.9861,Kenai,AK,15122,Kenai Peninsula,FALSE
99612,55.0633,-162.2877,King Cove,AK,938,Aleutians East,FALSE
99613,58.9891,-155.5535,King Salmon,AK,434,Bristol Bay,FALSE
99614,59.9363,-164.0613,Kipnuk,AK,639,Bethel,FALSE
99615,57.409,-153.5976,Kodiak,AK,12899,Kodiak Island,FALSE
99619,57.7978,-152.401,Kodiak,AK,,,FALSE
99620,63.0293,-163.5462,Kotlik,AK,577,Wade Hampton,FALSE
99621,60.7951,-161.4006,Kwethluk,AK,723,Bethel,FALSE
99622,59.8742,-163.2043,Kwigillingok,AK,321,Bethel,FALSE
99623,61.476,-149.909,Wasilla,AK,,,FALSE
99624,57.4896,-153.8536,Larsen Bay,AK,90,Kodiak Island,FALSE
99625,59.2887,-156.652,Levelock,AK,72,Lake and Peninsula,FALSE
99626,61.517,-160.3647,Lower Kalskag,AK,282,Bethel,FALSE
99627,63.5317,-154.6293,Mc Grath,AK,406,Yukon-Koyukuk,FALSE
99628,58.9514,-159.176,Manokotak,AK,443,Dillingham,FALSE
99629,61.583,-149.441,Wasilla,AK,,,FALSE
99630,60.372,-166.2638,Mekoryuk,AK,191,Bethel,FALSE
99631,60.6148,-149.4055,Moose Pass,AK,228,Kenai Peninsula,FALSE
99632,62.1123,-163.6644,Mountain Village,AK,813,Wade Hampton,FALSE
99633,58.783,-156.8984,Naknek,AK,544,Bristol Bay,FALSE
99634,60.6882,-161.9903,Napakiak,AK,354,Bethel,FALSE
99635,60.9151,-150.707,Nikiski,AK,,,FALSE
99636,59.4882,-157.2902,New Stuyahok,AK,510,Dillingham,FALSE
99637,60.543,-165.1431,Toksook Bay,AK,590,Bethel,FALSE
99638,52.8999,-168.9375,Nikolski,AK,18,Aleutians West,FALSE
99639,60.0678,-151.404,Ninilchik,AK,1131,Kenai Peninsula,FALSE
99640,60.3107,-155.2285,Nondalton,AK,174,Lake and Peninsula,FALSE
99641,60.8872,-162.4621,Nunapitchuk,AK,496,Bethel,FALSE
99643,57.2175,-153.3444,Old Harbor,AK,218,Kodiak Island,FALSE
99644,57.9241,-152.4222,Ouzinkie,AK,175,Kodiak Island,FALSE
99645,61.6301,-148.9868,Palmer,AK,25176,Matanuska-Susitna,FALSE
99647,59.868,-154.0759,Pedro Bay,AK,44,Lake and Peninsula,FALSE
99648,55.9312,-159.1555,Perryville,AK,113,Lake and Peninsula,FALSE
99649,57.5029,-157.2957,Pilot Point,AK,80,Lake and Peninsula,FALSE
99650,61.9421,-162.8856,Pilot Station,AK,568,Wade Hampton,FALSE
99651,59.009,-161.7151,Platinum,AK,61,Bethel,FALSE
99652,61.5346,-149.9724,Big Lake,AK,3703,Matanuska-Susitna,FALSE
99653,60.1956,-154.3255,Port Alsworth,AK,159,Lake and Peninsula,FALSE
99654,61.4549,-149.9004,Wasilla,AK,52168,Matanuska-Susitna,FALSE
99655,59.7474,-161.889,Quinhagak,AK,669,Bethel,FALSE
99656,61.8573,-157.5448,Red Devil,AK,25,Bethel,FALSE
99657,61.7743,-161.3941,Russian Mission,AK,329,Wade Hampton,FALSE
99658,62.0757,-163.2797,Saint Marys,AK,616,Wade Hampton,FALSE
99659,63.474,-162.1196,Saint Michael,AK,401,Nome,FALSE
99660,57.1809,-170.2858,Saint Paul Island,AK,479,Aleutians West,FALSE
99661,55.2692,-160.6837,Sand Point,AK,978,Aleutians East,FALSE
99662,61.7869,-165.9977,Scammon Bay,AK,480,Wade Hampton,FALSE
99663,59.3941,-151.6274,Seldovia,AK,414,Kenai Peninsula,FALSE
99664,60.11,-149.4859,Seward,AK,4932,Kenai Peninsula,FALSE
99665,62.6464,-159.5271,Shageluk,AK,83,Yukon-Koyukuk,FALSE
99666,62.453,-165.0988,Nunam Iqua,AK,189,Wade Hampton,FALSE
99667,61.8239,-151.7845,Skwentna,AK,65,Matanuska-Susitna,FALSE
99668,61.6873,-157.1372,Sleetmute,AK,86,Bethel,FALSE
99669,60.4144,-151.003,Soldotna,AK,14191,Kenai Peninsula,FALSE
99670,58.6638,-156.9752,South Naknek,AK,79,Bristol Bay,FALSE
99671,63.4807,-162.252,Stebbins,AK,556,Nome,FALSE
99672,60.7329,-150.7282,Sterling,AK,3704,Kenai Peninsula,FALSE
99674,61.7095,-148.1608,Sutton,AK,1444,Matanuska-Susitna,FALSE
99675,62.9702,-156.083,Takotna,AK,,,FALSE
99676,62.4578,-149.704,Talkeetna,AK,1546,Matanuska-Susitna,FALSE
99677,60.8922,-146.6725,Tatitlek,AK,88,Valdez-Cordova,FALSE
99678,59.3339,-160.1124,Togiak,AK,891,Dillingham,FALSE
99679,61.1012,-160.9445,Tuluksak,AK,373,Bethel,FALSE
99680,60.3842,-162.6839,Tuntutuliak,AK,408,Bethel,FALSE
99681,60.6068,-165.1286,Tununak,AK,325,Bethel,FALSE
99682,60.6253,-152.7844,Tyonek,AK,373,Kenai Peninsula,FALSE
99683,62.5018,-151.0046,Trapper Creek,AK,524,Matanuska-Susitna,FALSE
99684,64.0876,-160.3354,Unalakleet,AK,688,Nome,FALSE
99685,53.8744,-166.4719,Unalaska,AK,4224,Aleutians West,FALSE
99686,61.1233,-146.8188,Valdez,AK,4005,Valdez-Cordova,FALSE
99687,61.3618,-150.077,Wasilla,AK,,,FALSE
99688,61.9093,-150.0368,Willow,AK,2759,Matanuska-Susitna,FALSE
99689,59.5208,-139.4875,Yakutat,AK,662,Yakutat,FALSE
99690,60.4902,-164.8199,Nightmute,AK,280,Bethel,FALSE
99691,62.8638,-153.6607,Nikolai,AK,95,Yukon-Koyukuk,FALSE
99692,53.8855,-166.5386,Dutch Harbor,AK,152,Aleutians West,FALSE
99693,63.0956,-149.5543,Whittier,AK,248,Valdez-Cordova,FALSE
99694,61.6212,-149.7965,Houston,AK,1512,Matanuska-Susitna,FALSE
99695,55.9183,-159.4933,Anchorage,AK,7,Lake and Peninsula,FALSE
99697,57.5528,-153.431,Kodiak,AK,,,FALSE
99701,67.4875,-149.1566,Fairbanks,AK,19019,Fairbanks North Star,FALSE
99702,64.6482,-147.049,Eielson Afb,AK,2647,Fairbanks North Star,FALSE
99703,64.8328,-147.6232,Fort Wainwright,AK,7065,Fairbanks North Star,FALSE
99704,64.2966,-149.1607,Clear,AK,24,Denali,FALSE
99705,64.7624,-147.3122,North Pole,AK,22544,Fairbanks North Star,FALSE
99706,64.028,-144.6339,Fairbanks,AK,13,Southeast Fairbanks,FALSE
99707,64.8366,-147.699,Fairbanks,AK,,,FALSE
99708,64.8759,-147.899,Fairbanks,AK,,,FALSE
99709,64.8781,-148.2154,Fairbanks,AK,29830,Fairbanks North Star,FALSE
99710,64.9169,-147.568,Fairbanks,AK,,,FALSE
99711,64.8199,-147.575,Fairbanks,AK,,,FALSE
99712,64.9936,-146.1499,Fairbanks,AK,13866,Fairbanks North Star,FALSE
